,Unnamed: 0.1,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents,Possible delivery times,Weight,Characteristics,supplier,Information about the offer,region,supplier,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt,Protein,fiber,Zucker,carbohydrates,hereof: saturated fatty acids,Fett,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),fiber,Information about the offer,May contain traces of,May contain traces of
81,81,81,Asparagus white/purple from Beelitz,€6.99," , No detailed information was provided about this product.",https://oda.com//de/products/56123-spargel-weiss-violett-aus-beelitz-16mm/,https://bilder.kolonial.no/local_products/763221ea-d017-4a7c-a952-8f89bfb655a0.jpg?auto=format&fit=max&w=1000&s=f1f5f2185e48c4d47ca4cbab78b010d7,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,not specified,,Brandenburg (Beelitz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,82,beefsteak tomatoes,€2.19," , No detailed information was provided about this product.",https://oda.com//de/products/56241-fleischtomaten-2-bis-4-stuck/,https://bilder.kolonial.no/local_products/67073706-ae7d-441e-aa21-e8b57aa9d0f2.jpg?auto=format&fit=max&w=1000&s=aba2c73c23aeb55046599ed92579e227,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Belgium,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,onions on the web,€1.49," , No detailed information was provided about this product.",https://oda.com//de/products/56294-speisezwiebeln-im-netz/,https://bilder.kolonial.no/local_products/979d2589-e234-4cbc-b600-bf2411f1b3b4.jpg?auto=format&fit=max&w=1000&s=922278298c4f149a38e381a8a714e248,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 kilogram,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Märkische agricultural cooperative eG Mittenwalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,84,Organic waxy potatoes,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/54134-bio-kartoffeln-festkochend/,https://bilder.kolonial.no/local_products/ca9dd094-643e-40ed-a388-16949aa7fb6a.jpg?auto=format&fit=max&w=250&s=54f8ef7cb899ca05259c98772a81a156,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Netherlands,,1.50 kilograms,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,see label,I - according to the Berlin agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,85,Celery Sticks,€1.69," , No detailed information was provided about this product.",https://oda.com//de/products/55553-staudensellerie-sticks/,https://bilder.kolonial.no/local_products/f5608fc9-ca43-4d23-9d49-bbf435d6960f.jpg?auto=format&fit=max&w=1000&s=ab8b6cf4a7df74b84f78957de394f275,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,350 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,86,Red pointed pepper,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/55563-spitzpaprika-rot-2-stuck/,https://bilder.kolonial.no/local_products/0d75617f-1930-4adf-b2d6-a6d26d62cb65.jpg?auto=format&fit=max&w=1000&s=20bc4841fd53690c7cac1040fc0561cc,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Morocco,I,230 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,87,Gemüsezwiebeln,"3,49€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/55570-gemusezwiebeln/,https://bilder.kolonial.no/local_products/801cf694-7ce4-4f44-96e9-c59cac273505.jpg?auto=format&fit=max&w=1000&s=ebfa702a987b24ffe01c17603a3e28d7,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",,,,,Fruit Vegetable,Vegetables,oda,Spain,I,1 Kilogramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,88,Organic broccoli,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/55941-bio-brokkoli/,https://bilder.kolonial.no/local_products/1f3cc036-92c7-4785-a586-e4ab0ffaefba.jpg?auto=format&fit=max&w=626&s=1b5d4ff9dafaac532c2c26d15bceee75,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,400 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,89,carrots,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/55954-mohren/,https://bilder.kolonial.no/local_products/9ec65930-0d10-4029-b85c-225c9e37fa93.jpg?auto=format&fit=max&w=1000&s=d4f035410c867ef4b6f1da1527e5bffb,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 kilogram,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,90,cucumber,€0.55," , No detailed information was provided about this product.",https://oda.com//de/products/56223-salatgurke-300g-bis-400g/,https://bilder.kolonial.no/local_products/e8cc1a38-47fa-4bd6-a276-b2a86f76fd63.jpg?auto=format&fit=max&w=744&s=6cabccfba5230984ab724874ae24a306,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Netherlands,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,91,white cabbage,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56315-weisskohl-mind-2-kg/,https://bilder.kolonial.no/local_products/0950a3bd-f402-4fdf-acf5-ebf791d84fad.jpg?auto=format&fit=max&w=562&s=edef1cae53b3316061a9e6807abe4180,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92,92,Asparagus green,€4.29," , No detailed information was provided about this product.",https://oda.com//de/products/37267-spargel-grun-12-16-mm/,https://bilder.kolonial.no/tuotteet/b5272292-120d-4bb9-bcd2-6337537438e3.jpg?auto=format&fit=max&w=288&s=f75233ac4e89646bbd0ec9bef8a276a0,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Mexico,I,450 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,93,Organic carrots,€2.39," , No detailed information was provided about this product.",https://oda.com//de/products/51357-bio-mohren/,https://bilder.kolonial.no/local_products/b9113496-2737-4e56-9ac9-b90f4aaebe43.jpg?auto=format&fit=max&w=600&s=5cdeaee10bc566d60208f521296b2f65,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Netherlands, Denmark, Spain, Italy",II,1 kilogram,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,94,Bio waxy potato triplets,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/54135-bio-kartoffeln-drillinge-festkochend/,https://bilder.kolonial.no/local_products/d7ce05d7-64fc-4fa5-8e3e-38f6f6fe5288.jpg?auto=format&fit=max&w=1000&s=0b9e2a8c607a88f23164b7f89a57ecdb,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Netherlands,,650 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,see label,I - According to the Berlin agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,95,cucumber,€1.09," , No detailed information was provided about this product.",https://oda.com//de/products/55555-salatgurke-mind-400g/,https://bilder.kolonial.no/local_products/55fdc91c-db6f-4a9f-8b49-8436542ada67.jpg?auto=format&fit=max&w=1000&s=2abe430e58aee9c2e3679d0109cc099d,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Netherlands,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,96,Organic celery,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/55945-bio-staudensellerie-400g/,https://bilder.kolonial.no/local_products/396ef720-1c78-4721-9ed2-c42c2dc3f8e8.jpg?auto=format&fit=max&w=808&s=73020bcfe9cadaa727f6ec2952bfaf34,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,II,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,97,broccoli,€1.69," , No detailed information was provided about this product.",https://oda.com//de/products/55950-brokkoli/,https://bilder.kolonial.no/local_products/c9d404c2-1e2b-4467-844a-1907bf1cdaf4.jpg?auto=format&fit=max&w=1000&s=ffa3fb62b0c01031187bde20e7e24bdc,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,Multicolor lettuce with root,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/56238-multicolor-salat-mit-wurzel-salattrio/,https://bilder.kolonial.no/local_products/781cd085-3011-4c68-a7ce-692f23ae7d2a.jpg?auto=format&fit=max&w=1000&s=00c670e6f54eda1e21dde3149d793ca4,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Belgium,,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,99,zucchini,€0.37," , No detailed information was provided about this product.",https://oda.com//de/products/56288-zucchini-ca-200g/,https://bilder.kolonial.no/local_products/f0644a17-69a0-462e-a7af-06d3e9ebcd13.jpg?auto=format&fit=max&w=1000&s=d05f57a037ada5c8148e90422d479779,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,100,onions,€0.89," , No detailed information was provided about this product.",https://oda.com//de/products/56293-zwiebeln/,https://bilder.kolonial.no/local_products/98a9343f-dc09-4256-a253-337624c260f6.jpg?auto=format&fit=max&w=1000&s=4de3d224467399b7534d6eb025fc5af1,,Germany,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Märkische agricultural cooperative eG Mittenwalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,101,Red cabbage,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/56314-rotkohl-mind-2-kg/,https://bilder.kolonial.no/local_products/88aba610-4ae6-4eb6-928e-aea7a2eb1562.jpg?auto=format&fit=max&w=992&s=89cf4a2f5fc8d40b9a6f3bf65b013b31,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,102,Organic red pointed peppers,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/56329-bio-spitzpaprika-rot-2-stuck/,https://bilder.kolonial.no/local_products/cf7215c7-b814-4d0a-ae61-331c1775b735.jpg?auto=format&fit=max&w=1000&s=4a22e0b128bcd5d8ef64873c544744b6,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,II,180 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,103,Organic Demeter carrots,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/54130-bio-demeter-mohren/,https://bilder.kolonial.no/local_products/ae5c3d1f-f98b-4e2d-9be4-b0337e516ee1.jfif?auto=format&fit=max&w=284&s=08b6f075739a3f39992372d31c12a46d,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Netherlands, Spain, Italy",,1 kilogram,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,104,bimi,€2.59," , No detailed information was provided about this product.",https://oda.com//de/products/54813-bimi/,https://bilder.kolonial.no/local_products/2de551d3-63bd-40d6-a357-8e5b0d9b9711.jpg?auto=format&fit=max&w=1000&s=ed918c203c72981af5a3a58b7429a8a6,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,I,200 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,"Bimi is really a very special vegetable. It is not found in nature because it is the result of a cross between two types of vegetables. You have probably already recognized one of these two varieties: broccoli. The other is a little less well-known, since kai-lan is mainly used as a leafy vegetable in Chinese cuisine. The result of this crossing is very tasty. Your palate will definitely recognize the broccoli. With the addition of the Kai-lan, the EAT ME-Bimi® even has a very fancy nickname: asparagus broccoli. In terms of taste, that's true. The vegetable has long, thin stems, so you can easily tell the difference to broccoli.",,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,105,Organic cucumber,€1.39," , No detailed information was provided about this product.",https://oda.com//de/products/55556-bio-salatgurke/,https://bilder.kolonial.no/local_products/24cb6095-b6ef-49a5-8cd0-d55155648952.jpg?auto=format&fit=max&w=1000&s=721f9a95d67fa1fceeab37bcfa4cbc56,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,II,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,106,Pointed pepper mix bicolor,€2.69," , No detailed information was provided about this product.",https://oda.com//de/products/55558-spitzpaprika-mix-bicolor/,https://bilder.kolonial.no/local_products/0f8196ba-407b-41d9-b609-79d59a4f180c.jpg?auto=format&fit=max&w=1000&s=7344ad5b089c519557e3acc5d045b490,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,107,Organic vine tomatoes,€2.59," , No detailed information was provided about this product.",https://oda.com//de/products/55567-bio-rispentomaten/,https://bilder.kolonial.no/local_products/4c82d3fc-7b26-4185-95fc-5cfda77be5cf.jpg?auto=format&fit=max&w=1000&s=6cb7982e5e0486adcf0983edbfb9d8a8,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,II,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,108,cauliflower,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/55949-blumenkohl-mind-1-kg/,https://bilder.kolonial.no/local_products/93751a4f-5a69-4f7a-9589-eb729f86f653.jpg?auto=format&fit=max&w=532&s=a26d512ea5009e212147a3ee424638c8,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","France, Spain, Italy, Germany or Denmark",I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,109,Organic zucchini,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/56287-bio-zucchini-2-3-stuck/,https://bilder.kolonial.no/local_products/56d3ad1d-89cf-407a-92ae-77a9259109b8.jpg?auto=format&fit=max&w=1000&s=f7b2bb855b2f215061eb8897882d1bc5,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Germany,II,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,110,Potatoes mainly waxy,€2.19," , No detailed information was provided about this product.",https://oda.com//de/products/56437-kartoffeln-vorwiegend-festkochend/,https://bilder.kolonial.no/local_products/f208daff-cc45-490e-9dc8-994f4d69928f.jpg?auto=format&fit=max&w=1000&s=38330131b10be858fe5dbc532bd08131,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,2.50 kilograms,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Märkische agricultural cooperative eG Mittenwalde,,,,,,,I - according to the Berlin agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,111,Lettuce with root,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/61490-kopfsalat-mit-wurzel/,https://bilder.kolonial.no/local_products/3224bcb8-39b6-4394-bc37-245a5b8248c7.jpg?auto=format&fit=max&w=1000&s=8ea9f903ecfa39c5452e4bb12a5d685a,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Belgium,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,112,Organic green asparagus,€4.19," , No detailed information was provided about this product.",https://oda.com//de/products/54738-bio-spargel-grun/,https://bilder.kolonial.no/local_products/3356358c-1ec9-4eea-8e99-53f3ee9dab12.jpg?auto=format&fit=max&w=288&s=c1b8e4ebbfd967cd8af05ebd50132bc9,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Italy,II,400 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,113,mini cucumbers,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/55557-minigurken-3-6-stuck/,https://bilder.kolonial.no/local_products/8513678a-af0f-4af2-82b7-1936e2f25c68.jpg?auto=format&fit=max&w=1000&s=a4ea88d6c81cd7151f5137ac46c147ed,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,200 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,114,bluccoli,€2.89," , No detailed information was provided about this product.",https://oda.com//de/products/55948-bluccoli-blumenkohl-brokkoli-mix/,https://bilder.kolonial.no/local_products/376f34d4-b9f4-403f-bee1-6633a89b5473.jpg?auto=format&fit=max&w=1000&s=ecd2e1234c1e3766168ae40846cafdc9,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,400 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,115,Chinese cabbage,€2.09," , No detailed information was provided about this product.",https://oda.com//de/products/55951-chinakohl-ca-800g/,https://bilder.kolonial.no/local_products/bfa440f0-91fc-4c77-b3e9-da83a551c91f.jpg?auto=format&fit=max&w=369&s=6daf366eb55660ba7add900750b52255,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Poland,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,116,Potatoes mainly waxy,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/56289-kartoffeln-vorwiegend-festkochend/,https://bilder.kolonial.no/local_products/d2ad73ee-c8d8-4e40-82b0-149da850ebd4.jpg?auto=format&fit=max&w=1000&s=cccb9b4089bfd604692495f71d6d11a7,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,2 kilograms,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Märkische agricultural cooperative eG Mittenwalde,,,,,,see label,I - according to the Berlin agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,117,Organic mini romaine lettuce,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/49962-bio-mini-romanasalat/,https://bilder.kolonial.no/local_products/540251ba-dc19-44d4-b43d-3436b45ecf05.jpg?auto=format&fit=max&w=1000&s=83b6638c596f8d05442201f5d47703ef,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Spain",II,1 pack,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,118,cabbage,€1.49," , No detailed information was provided about this product.",https://oda.com//de/products/55966-spitzkohl-mind-600g/,https://bilder.kolonial.no/local_products/8d99842d-a57a-4853-b6f9-a90c3efc0609.jpg?auto=format&fit=max&w=637&s=24c60dae5591f74e1bca094c2d2a9d7e,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Spain,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,119,mini cucumber,€0.55," , No detailed information was provided about this product.",https://oda.com//de/products/56062-minigurke-mind-90g/,https://bilder.kolonial.no/local_products/b61cca93-5870-4800-9e0f-c40369b1a800.png?auto=format&fit=max&w=1000&s=1b10a59adbe417b1233859d523945cb3,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,not specified,,Brandenburg (Bralitz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,120,Potatoes waxy,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/56290-kartoffeln-festkochend/,https://bilder.kolonial.no/local_products/0024e5fc-489e-4c46-95b5-74944b31b239.jpg?auto=format&fit=max&w=1000&s=416332a9a77da2e99ef1bd26d464714d,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,2 kilograms,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Märkische agricultural cooperative eG Mittenwalde,,,,,,See label,I - according to the Berlin agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,121,Mini romaine lettuce,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/49132-mini-romanasalat/,https://bilder.kolonial.no/local_products/55ca3961-f371-4b71-88bd-f056c737a05f.jpg?auto=format&fit=max&w=1000&s=dcff624de92e45aba9346e6486fb06ee,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,1 pack,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,122,Organic Parsnip,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/54131-bio-pastinake/,https://bilder.kolonial.no/local_products/f79ae962-b805-430a-9e64-b64555105cba.jpg?auto=format&fit=max&w=1000&s=df296dd8705b60b1d5fec6be16a2fd92,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Netherlands,,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,123,Organic Demeter onions,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/54138-bio-demeter-speisezwiebeln/,https://bilder.kolonial.no/local_products/10625fdd-96d4-46b7-b44c-165013b0de9c.jpg?auto=format&fit=max&w=1000&s=d584529b1b9593ac9edc6968605480d9,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Netherlands",II,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,124,Paprika red,€2.39," , No detailed information was provided about this product.",https://oda.com//de/products/56225-paprika-rot/,https://bilder.kolonial.no/local_products/0af03a17-8761-463c-ad21-5a3fdd0ea05b.jpg?auto=format&fit=max&w=1000&s=f4f24c8afee4f40f13d84adaf29dfd94,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125,125,Mini vine tomatoes,€3.49," , No detailed information was provided about this product.",https://oda.com//de/products/56256-mini-rispentomaten/,https://bilder.kolonial.no/local_products/5f5d9fe7-284c-4f3f-aa72-f4b61df6a8f0.png?auto=format&fit=max&w=1000&s=003f30991a7b876e7ceed9656d913737,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,350 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,126,Potatoes floury,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/56291-kartoffeln-mehligkochend/,https://bilder.kolonial.no/local_products/153527f7-b41a-439f-9bdb-d32bb60d4657.jpg?auto=format&fit=max&w=1000&s=cb3189bb70c2255c83131b9a2a569f24,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,2 kilograms,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Märkische agricultural cooperative eG Mittenwalde,,,,,,See label,I - according to the Berlinier agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127,127,Organic onions yellow in the net,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/54137-bio-zwiebeln-gelb-im-netz/,https://bilder.kolonial.no/local_products/7fd66ed2-1243-4995-813b-5421bb17e4af.jpg?auto=format&fit=max&w=1000&s=1074920e3e54821a01c01302e4b1694a,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Netherlands",I,750 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,128,parsnip,€1.39," , No detailed information was provided about this product.",https://oda.com//de/products/55959-pastinake/,https://bilder.kolonial.no/local_products/10945884-f3b4-495a-a737-a68fce88dbeb.jpg?auto=format&fit=max&w=1000&s=c0d629fd2af66f7d77bd7954e82e3f5a,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
